common_name,latin_name,ecoregion,ecoregion_url,plant_url
Blue Wood Aster,Symphyotrichum cordifolium,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/blue-wood-aster/
Wrinkleleaf Goldenrod,Solidago rugosa,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/wrinkleleaf-goldenrod/
Old Field Goldenrod,Solidago nemoralis,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Wreath Goldenrod,Solidago caesia,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/wreath-goldenrod/
White Goldenrod,Solidago bicolor,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/white-goldenrod/
Brown-Eyed Susan,Rudbeckia triloba,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/brown-eyed-susan/
Black-Eyed Susan,Rudbeckia hirta,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Orange Coneflower,Rudbeckia fulgida,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/orange-coneflower/
Common Evening Primrose,Oenothera biennis,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Woodland Sunflower,Helianthus strumosus,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/woodland-sunflower/
Swamp Sunflower,Helianthus angustifolius,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/swamp-sunflower/
Blanketflower or Firewheel,Gaillardia pulchella,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Grass-Leaved Goldenrod,Euthamia graminifolia,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/grass-leaved-goldenrod/
Lanceleaf Coreopsis,Coreopsis lanceolata,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/lanceleaf-coreopsis/
Large Flower Tickseed,Coreopsis grandiflora,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/large-flower-tickseed/
Maryland Golden-Aster,Chrysopsis mariana,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/maryland-golden-aster/
Bear Oak,Quercus ilicifolia,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/bear-oak/
Pitch Pine,Pinus rigida,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/pitch-pine/
River Birch,Betula nigra,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/river-birch/
Blackjack Oak,Quercus marilandica,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/blackjack-oak/
Red Maple,Acer rubrum,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/red-maple/
Shagbark Hickory,Carya ovata,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/shagbark-hickory/
Smooth Alder,Alnus serrulata,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/smooth-alder/
Post Oak,Quercus stellata,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/post-oak/
Black Oak,Quercus velutina,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/black-oak/
White Oak,Quercus alba,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/white-oak/
Black Willow,Salix nigra,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/black-willow/
Black Cherry,Prunus serotina,8.3 - SE USA Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-3-se-usa-plains,https://homegrownnationalpark.org/news/plant/black-cherry/
Scarlet Strawberry,Fragaria virginiana,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Late Boneset,Eupatorium serotinum,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/late-boneset/
Canadian Columbine,Aquilegia canadensis,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/canadian-columbine/
White Yarrow,Achillea millefolium,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/white-yarrow/
Smoother Aster,Symphyotrichum laeve,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/smoother-aster/
New England Aster,Symphyotrichum novae-angliae,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/new-england-aster/
Calico Aster,Symphyotrichum lateriflorum,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/calico-aster/
Blue Wood Aster,Symphyotrichum cordifolium,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/blue-wood-aster/
Wrinkleleaf Goldenrod,Solidago rugosa,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/wrinkleleaf-goldenrod/
Old Field Goldenrod,Solidago nemoralis,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Wreath Goldenrod,Solidago caesia,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/wreath-goldenrod/
White Goldenrod,Solidago bicolor,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/white-goldenrod/
Brown-Eyed Susan,Rudbeckia triloba,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/brown-eyed-susan/
Black-Eyed Susan,Rudbeckia hirta,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Orange Coneflower,Rudbeckia fulgida,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/orange-coneflower/
Common Evening Primrose,Oenothera biennis,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Woodland Sunflower,Helianthus strumosus,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/woodland-sunflower/
Bear Oak,Quercus ilicifolia,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/bear-oak/
Pitch Pine,Pinus rigida,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/pitch-pine/
River Birch,Betula nigra,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/river-birch/
Hillside Blueberry,Vaccinium pallidum,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/hillside-blueberry/
Dwarf Chinkapin Oak,Quercus prinoides,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/dwarf-chinkapin-oak/
Blackjack Oak,Quercus marilandica,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/blackjack-oak/
Sugar Maple,Acer saccharum,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/sugar-maple/
Red Maple,Acer rubrum,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/red-maple/
Bitternut Hickory,Carya cordiformis,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/bitternut-hickory/
Red Oak,Quercus rubra,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/red-oak/
Shagbark Hickory,Carya ovata,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/shagbark-hickory/
Smooth Alder,Alnus serrulata,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/smooth-alder/
Post Oak,Quercus stellata,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/post-oak/
Black Oak,Quercus velutina,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/black-oak/
White Oak,Quercus alba,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/white-oak/
Black Willow,Salix nigra,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/black-willow/
Black Cherry,Prunus serotina,8.4 - Ozark/Ouachita-Appalachian Forests,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-4-ozark-ouachita-appalachian-forests,https://homegrownnationalpark.org/news/plant/black-cherry/
Late Boneset,Eupatorium serotinum,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/late-boneset/
Wreath Goldenrod,Solidago caesia,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/wreath-goldenrod/
Brown-Eyed Susan,Rudbeckia triloba,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/brown-eyed-susan/
Black-Eyed Susan,Rudbeckia hirta,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Common Evening Primrose,Oenothera biennis,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Woodland Sunflower,Helianthus strumosus,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/woodland-sunflower/
Swamp Sunflower,Helianthus angustifolius,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/swamp-sunflower/
Autumnale Sneezeweed,Helenium autumnale,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/autumnale-sneezeweed/
Lanceleaf Coreopsis,Coreopsis lanceolata,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/lanceleaf-coreopsis/
Large Flower Tickseed,Coreopsis grandiflora,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/large-flower-tickseed/
Maryland Golden-Aster,Chrysopsis mariana,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/maryland-golden-aster/
Bear Oak,Quercus ilicifolia,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/bear-oak/
Sand Laurel Oak,Quercus hemisphaerica,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/sand-laurel-oak/
Pitch Pine,Pinus rigida,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/pitch-pine/
Northern Highbush Blueberry,Vaccinium coymbosum,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/northern-highbush-blueberry/
Blackjack Oak,Quercus marilandica,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/blackjack-oak/
Carolina Cherry Laurel,Prunus caroliniana,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/carolina-cherry-laurel/
Saltbush,Baccharis halimifolia,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/saltbush/
Red Maple,Acer rubrum,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/red-maple/
Smooth Alder,Alnus serrulata,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/smooth-alder/
Black Oak,Quercus velutina,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/black-oak/
Black Cherry,Prunus serotina,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/black-cherry/
Southern Live Oak,Quercus virginiana,8.5 - Mississippi Alluvial & SE USA Coastal Plains,https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=8-5-mississippi-alluvial-se-usa-coastal-plains,https://homegrownnationalpark.org/news/plant/southern-live-oak/
Scarlet Strawberry,Fragaria virginiana,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Spotted Joe-Pye Weed,Eutrochium maculatum,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/spotted-joe-pye-weed/
Smooth Aster,Symphyotrichum laeve,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/smooth-aster/
White Yarrow,Achillea millefolium,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/white-yarrow/
Aromatic Aster,Symphyotrichum oblongifolium,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/aromatic-aster/
First Snow Heath Aster,Symphyotrichum ericoides,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/first-snow-heath-aster/
Prairie Ironweed,Vernonia fasciculata,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/prairie-ironweed/
New England Aster,Symphyotrichum novae-angliae,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/new-england-aster/
Stiff Goldenrod,Solidago rigida,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/stiff-goldenrod/
Old Field Goldenrod,Solidago nemoralis,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/old-field-goldenrod/
Cutleaf Coneflower,Rudbeckia laciniata,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/cutleaf-coneflower/
Black-Eyed Susan,Rudbeckia hirta,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/black-eyed-susan/
Common Evening Primrose,Oenothera biennis,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/common-evening-primrose/
Nuttall’s Sunflower,Helianthus nuttallii,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/nuttalls-sunflower/
Ashy Sunflower,Helianthus mollis,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/ashy-sunflower/
Common Sunflower,Helianthus annuus,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/common-sunflower/
Autumnale Sneezeweed,Helenium autumnale,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/autumnale-sneezeweed/
Blanketflower or Firewheel,Gaillardia pulchella,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/blanketflower-or-firewheel/
Grass-Leaved Goldenrod,Euthamia graminifolia,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/grass-leaved-goldenrod/
Purple Prairie Clover,Dalea purpurea,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/purple-prairie-clover/
Prairie Coreopsis,Coreopsis palmata,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/prairie-coreopsis/
Chokecherry,Prunus virginiana,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/chokecherry/
American Plum,Prunus americana,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/american-plum/
Red Oak,Quercus rubra,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/red-oak/
Bur Oak,Quercus macrocarpa,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/bur-oak/
Black Oak,Quercus velutina,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/black-oak/
Eastern Cottonwood,Populus deltoides,9.2 - Temperate Prairies (USA),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=9-2-temperate-prairies-usa,https://homegrownnationalpark.org/news/plant/eastern-cottonwood/
Scarlet Strawberry,Fragaria virginiana,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Spotted Joe-Pye Weed,Eutrochium maculatum,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/spotted-joe-pye-weed/
Smooth Aster,Symphyotrichum laeve,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/smooth-aster/
White Yarrow,Achillea millefolium,9.2 - Temperate Prairies (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=9-2-temperate-prairies-canada,https://homegrownnationalpark.org/news/plant/white-yarrow/
